Head,Relation,Tail,Context
Pedro,mencionar a,este año,"Según Cotarelo, este año Cosme Pérez volvió a entregar una limosna a la Cofradía de Nuestra Señora de la Novena, aunque no explicita si en este caso también lo hizo en nombre de la compañía de Tomás Fernández; el Libro de la Hacienda de la Cofradía de Nuestra Señora de la Novena lo menciona este año como mayordomo de la Cofradía; según un documento fechado en Valladolid el 9 de marzo, aunque no explicita si en este caso también Cosme Pérez entregó la limosna en nombre de la compañía de Tomás Fernández ; El Libro de la Hacienda de la Cofradía de Nuestra Señora de la Novena menciona a Cosme Pérez este año como mayordomo de la Cofradía ; Según un documento fechado en Valladolid el 9 de marzo, Pedro, hijo de los actores Pedro de la Rosa y Catalina Nicolás, su mujer, que vivían en la calle de las Comedias, fue bautizado en la iglesia de Nuestra Señora de San Lorenzo de Valladolid, actuando como padrinos los actores Antonio de Vitoria y Josefa Román, y como testigos los actores Cosme Pérez y Antonio Ramos."
Pedro,mencionar a,Cosme Pérez,"Según Cotarelo, este año Cosme Pérez volvió a entregar una limosna a la Cofradía de Nuestra Señora de la Novena, aunque no explicita si en este caso también lo hizo en nombre de la compañía de Tomás Fernández; el Libro de la Hacienda de la Cofradía de Nuestra Señora de la Novena lo menciona este año como mayordomo de la Cofradía; según un documento fechado en Valladolid el 9 de marzo, aunque no explicita si en este caso también Cosme Pérez entregó la limosna en nombre de la compañía de Tomás Fernández ; El Libro de la Hacienda de la Cofradía de Nuestra Señora de la Novena menciona a Cosme Pérez este año como mayordomo de la Cofradía ; Según un documento fechado en Valladolid el 9 de marzo, Pedro, hijo de los actores Pedro de la Rosa y Catalina Nicolás, su mujer, que vivían en la calle de las Comedias, fue bautizado en la iglesia de Nuestra Señora de San Lorenzo de Valladolid, actuando como padrinos los actores Antonio de Vitoria y Josefa Román, y como testigos los actores Cosme Pérez y Antonio Ramos."
Pedro,mencionar a,mayordomo Cofradía,"Según Cotarelo, este año Cosme Pérez volvió a entregar una limosna a la Cofradía de Nuestra Señora de la Novena, aunque no explicita si en este caso también lo hizo en nombre de la compañía de Tomás Fernández; el Libro de la Hacienda de la Cofradía de Nuestra Señora de la Novena lo menciona este año como mayordomo de la Cofradía; según un documento fechado en Valladolid el 9 de marzo, aunque no explicita si en este caso también Cosme Pérez entregó la limosna en nombre de la compañía de Tomás Fernández ; El Libro de la Hacienda de la Cofradía de Nuestra Señora de la Novena menciona a Cosme Pérez este año como mayordomo de la Cofradía ; Según un documento fechado en Valladolid el 9 de marzo, Pedro, hijo de los actores Pedro de la Rosa y Catalina Nicolás, su mujer, que vivían en la calle de las Comedias, fue bautizado en la iglesia de Nuestra Señora de San Lorenzo de Valladolid, actuando como padrinos los actores Antonio de Vitoria y Josefa Román, y como testigos los actores Cosme Pérez y Antonio Ramos."
Pedro,mencionar a,un documento fechado,"Según Cotarelo, este año Cosme Pérez volvió a entregar una limosna a la Cofradía de Nuestra Señora de la Novena, aunque no explicita si en este caso también lo hizo en nombre de la compañía de Tomás Fernández; el Libro de la Hacienda de la Cofradía de Nuestra Señora de la Novena lo menciona este año como mayordomo de la Cofradía; según un documento fechado en Valladolid el 9 de marzo, aunque no explicita si en este caso también Cosme Pérez entregó la limosna en nombre de la compañía de Tomás Fernández ; El Libro de la Hacienda de la Cofradía de Nuestra Señora de la Novena menciona a Cosme Pérez este año como mayordomo de la Cofradía ; Según un documento fechado en Valladolid el 9 de marzo, Pedro, hijo de los actores Pedro de la Rosa y Catalina Nicolás, su mujer, que vivían en la calle de las Comedias, fue bautizado en la iglesia de Nuestra Señora de San Lorenzo de Valladolid, actuando como padrinos los actores Antonio de Vitoria y Josefa Román, y como testigos los actores Cosme Pérez y Antonio Ramos."
Pedro,bautizar en,iglesia de Nuestra Señora de San Lorenzo,"Pedro, hijo de los actores Pedro de la Rosa y Catalina Nicolás, fue bautizado en la iglesia de Nuestra Señora de San Lorenzo de Valladolid, actuando como padrinos los actores Antonio de Vitoria y Josefa Román, y como testigos los actores Cosme Pérez y Antonio Ramos."
Cotarelo,inferir,las anotaciones realizadas,"Aunque, según infiere Cotarelo de las anotaciones realizadas en el citado libro, Cosme Pérez debió de morir hacia 1632."
Cosme Pérez,morir hacia,1632,"Aunque, según infiere Cotarelo de las anotaciones realizadas en el citado libro, Cosme Pérez debió de morir hacia 1632."
Cosme Pérez,recibir,cada representación,"Por lo que Cosme Pérez recibiría 10 rs. de ración, 20 rs. por cada representación, 50 dcs."
Cosme Pérez,recibir,10 rs. ración,"Por lo que Cosme Pérez recibiría 10 rs. de ración, 20 rs. por cada representación, 50 dcs."
Juan Rana,liberar,esos días,"Según consta en una carta que refiere sucesos del 22 al 29 de noviembre, en esos días 'Juan Rana', que había sido detenido acusado de ""pecado nefando"", Juan Rana fue liberado."
Pedro de la Rosa,acudir a,Valencia,"El concierto era para que Pedro de la Rosa, estante en Madrid, acudiera a Valencia con toda su compañía."
Pedro de la Rosa,acudir a,su compañía,"El concierto era para que Pedro de la Rosa, estante en Madrid, acudiera a Valencia con toda su compañía."
Pedro de la Rosa,acudir a,Valencia,"Consta una escritura, fechada en Valencia el 10 de marzo, por la que el clavario del Hospital General de Valencia concertó con el autor Pedro de la Rosa que Pedro de la Rosa acudiría a Valencia con toda la compañía de Pedro de la Rosa, que se hallaba en Zaragoza, y sobre todo con Francisco Velasco, Cosme Pérez, apodado 'Rana', la Góngora [Isabel de Góngora], que representaba damas, Antonia de Santiago representaba damas y bailaba, y Catalina Nicolás, la mujer del dicho Rosa para hacer treinta representaciones seguidas, doce de ellas nuevas, El texto proporcionado es:  
""empezando alrededor del 1 de junio"""
Pedro de la Rosa,acudir a,toda la compañía Pedro,"Consta una escritura, fechada en Valencia el 10 de marzo, por la que el clavario del Hospital General de Valencia concertó con el autor Pedro de la Rosa que Pedro de la Rosa acudiría a Valencia con toda la compañía de Pedro de la Rosa, que se hallaba en Zaragoza, y sobre todo con Francisco Velasco, Cosme Pérez, apodado 'Rana', la Góngora [Isabel de Góngora], que representaba damas, Antonia de Santiago representaba damas y bailaba, y Catalina Nicolás, la mujer del dicho Rosa para hacer treinta representaciones seguidas, doce de ellas nuevas, El texto proporcionado es:  
""empezando alrededor del 1 de junio"""
Antonia de Santiago,representar,damas,"Consta una escritura, fechada en Valencia el 10 de marzo, por la que el clavario del Hospital General de Valencia concertó con el autor Pedro de la Rosa que Pedro de la Rosa acudiría a Valencia con toda la compañía de Pedro de la Rosa, que se hallaba en Zaragoza, y sobre todo con Francisco Velasco, Cosme Pérez, apodado 'Rana', la Góngora [Isabel de Góngora], que representaba damas, Antonia de Santiago representaba damas y bailaba, y Catalina Nicolás, la mujer del dicho Rosa para hacer treinta representaciones seguidas, doce de ellas nuevas, El texto proporcionado es:  
""empezando alrededor del 1 de junio"""
Juan Rana,formar,parte compañía,Juan Rana formó parte de la compañía de Pedro de la Rosa.
Sánchez Arjona,estar en,Sevilla,"—Cotarelo, al tomar esta información de Sánchez Arjona, afirma que Sánchez Arjona estuvo en Sevilla y Málaga."
Sánchez Arjona,decir,una estancia Málaga—,Pero nada dice Sánchez Arjona sobre una estancia en Málaga—.
Cosme Pérez,entregar,una limosna,"Cosme Pérez entregó una limosna a la Cofradía de Nuestra Señora de la Novena procedente de la compañía de Pedro de la Rosa, de la que Cosme Pérez formaba parte."
Cosme Pérez,ordenar,lo relativo enterramientos,La Cofradía de Nuestra Señora de la Novena encargó a Cosme Pérez que Cosme Pérez ordenara lo relativo a unos enterramientos que para actores había dejado el antiguo actor Rodrigo de Saavedra.
Cosme Pérez,estar,este año,"Según la Genealogía, Cosme Pérez estuvo este año representando en Valencia."
Cosme Pérez,estar,Genealogía,"Según la Genealogía, Cosme Pérez estuvo este año representando en Valencia."
Cosme Pérez,pasar,la primera parte año,"Por su parte, según supone Cotarelo —probablemente a partir de esta noticia de la Genealogía—, Cosme Pérez pasó la primera parte del año en Valencia, desde donde Cosme Pérez llevó a Madrid una limosna para la Cofradía de Nuestra Señora de la Novena procedente de la compañía de Pedro de la Rosa, de la que Cosme Pérez formaba parte."
Cosme Pérez,pasar,su parte,"Por su parte, según supone Cotarelo —probablemente a partir de esta noticia de la Genealogía—, Cosme Pérez pasó la primera parte del año en Valencia, desde donde Cosme Pérez llevó a Madrid una limosna para la Cofradía de Nuestra Señora de la Novena procedente de la compañía de Pedro de la Rosa, de la que Cosme Pérez formaba parte."
Cosme Pérez,pasar,Valencia,"Por su parte, según supone Cotarelo —probablemente a partir de esta noticia de la Genealogía—, Cosme Pérez pasó la primera parte del año en Valencia, desde donde Cosme Pérez llevó a Madrid una limosna para la Cofradía de Nuestra Señora de la Novena procedente de la compañía de Pedro de la Rosa, de la que Cosme Pérez formaba parte."
Cosme Pérez,llevar a,Madrid,"Por su parte, según supone Cotarelo —probablemente a partir de esta noticia de la Genealogía—, Cosme Pérez pasó la primera parte del año en Valencia, desde donde Cosme Pérez llevó a Madrid una limosna para la Cofradía de Nuestra Señora de la Novena procedente de la compañía de Pedro de la Rosa, de la que Cosme Pérez formaba parte."
Cosme Pérez,llevar a,una limosna Cofradía,"Por su parte, según supone Cotarelo —probablemente a partir de esta noticia de la Genealogía—, Cosme Pérez pasó la primera parte del año en Valencia, desde donde Cosme Pérez llevó a Madrid una limosna para la Cofradía de Nuestra Señora de la Novena procedente de la compañía de Pedro de la Rosa, de la que Cosme Pérez formaba parte."
Cosme Pérez,formar,parte,"Por su parte, según supone Cotarelo —probablemente a partir de esta noticia de la Genealogía—, Cosme Pérez pasó la primera parte del año en Valencia, desde donde Cosme Pérez llevó a Madrid una limosna para la Cofradía de Nuestra Señora de la Novena procedente de la compañía de Pedro de la Rosa, de la que Cosme Pérez formaba parte."
Cosme Pérez,pertenecer,Valencia,"Sin embargo, se documenta la estancia de la compañía de Pedro de la Rosa, a la que al parecer pertenecía Cosme Pérez, en Valencia a partir de septiembre: véase la entrada correspondiente."
Cosme Pérez,pertenecer,septiembre,"Sin embargo, se documenta la estancia de la compañía de Pedro de la Rosa, a la que al parecer pertenecía Cosme Pérez, en Valencia a partir de septiembre: véase la entrada correspondiente."
Antonio de Prado,salir de,Madrid,"Consta una orden de los comisarios de las fiestas del Corpus, fechada en Madrid el 3 de marzo, para que Antonio de Prado y Pedro de la Rosa, autores de comedias, no salieran de Madrid hasta que Antonio de Prado y Pedro de la Rosa hubieran dado las muestras de sus compañías y se hubiera señalado las compañías que debían representar en las fiestas del Corpus."
Antonio de Prado,dar,las muestras compañías,"Consta una orden de los comisarios de las fiestas del Corpus, fechada en Madrid el 3 de marzo, para que Antonio de Prado y Pedro de la Rosa, autores de comedias, no salieran de Madrid hasta que Antonio de Prado y Pedro de la Rosa hubieran dado las muestras de sus compañías y se hubiera señalado las compañías que debían representar en las fiestas del Corpus."
Antonio de Prado,dar,relación miembros,"Consta una orden de los comisarios de las fiestas del Corpus, fechada en Madrid el 28 de marzo, para que Antonio de Prado y Antonio [sic, por ""Pedro""] de la Rosa, autores de comedias, dieran relación de los miembros de sus compañías, entre los cuales aparece 'Juan Rana', viudo, como miembro de la compañía de Pedro de la Rosa."
Juan Rana,aparecer,miembro compañía,"Consta una orden de los comisarios de las fiestas del Corpus, fechada en Madrid el 28 de marzo, para que Antonio de Prado y Antonio [sic, por ""Pedro""] de la Rosa, autores de comedias, dieran relación de los miembros de sus compañías, entre los cuales aparece 'Juan Rana', viudo, como miembro de la compañía de Pedro de la Rosa."
Cosme Pérez,cobrar,12 rs ración,"El 27 de marzo —según Davis y Varey, y no el 28 de febrero, como lee Pérez Pastor— Catalina de Nicolás y la Rosa, en virtud del poder del 17 de febrero otorgado por su marido, Pedro de la Rosa, contrató en Madrid a Cosme Pérez, desde la fecha del contrato hasta el día del Corpus, 4 de junio, y, si fuese necesario para el autor, para los días de la Octava del Corpus, representando Cosme Pérez ""su parte de toda la graciosidad"" en comedias, autos, bailes y entremeses, como Cosme Pérez lo había hecho ""en otros años antezedentes a este asiento"", por lo que Cosme Pérez cobraría 12 rs. de ración, 20 rs. por representación, 50 dcs."
Catalina,comprometer asimismo,nombre marido,"En nombre de su marido, Catalina se comprometía asimismo a pagar 456 rs. del viaje de Murcia, de hato y personas, y las raciones de Cuaresma; según Cotarelo, la compañía de Pedro de la Rosa representó en Madrid los autos del Corpus [4 de junio] y en la lista de actores presentada a las autoridades figuraba Cosme Pérez, aunque al principio Cosme Pérez parece que no quería representar, según se infiere de la anotación hecha por Pedro de la Rosa al entregar la lista de su compañía: ""Está indeciso, porque Cosme Pérez no quiere representar"" —pero se trata de un error de Cotarelo, pues, como se verá a continuación, esta noticia correspondería realmente a 1644—."
Cosme Pérez,figurar,la lista actores,"En nombre de su marido, Catalina se comprometía asimismo a pagar 456 rs. del viaje de Murcia, de hato y personas, y las raciones de Cuaresma; según Cotarelo, la compañía de Pedro de la Rosa representó en Madrid los autos del Corpus [4 de junio] y en la lista de actores presentada a las autoridades figuraba Cosme Pérez, aunque al principio Cosme Pérez parece que no quería representar, según se infiere de la anotación hecha por Pedro de la Rosa al entregar la lista de su compañía: ""Está indeciso, porque Cosme Pérez no quiere representar"" —pero se trata de un error de Cotarelo, pues, como se verá a continuación, esta noticia correspondería realmente a 1644—."
Pedro de la Rosa,dar,El 4 febrero,"El 4 de febrero Pedro de la Rosa y Pedro Ascanio dieron la primera lista de sus compañías, en la que figuraba Cosme Pérez, ""el gracioso Juan Rana"", miembro de la compañía de Pedro de la Rosa."
Pedro de la Rosa,dar,la primera lista compañías,"El 4 de febrero Pedro de la Rosa y Pedro Ascanio dieron la primera lista de sus compañías, en la que figuraba Cosme Pérez, ""el gracioso Juan Rana"", miembro de la compañía de Pedro de la Rosa."
Pedro de la Rosa,dar,una nueva lista compañía,"Pero véase también la noticia del 19 de marzo en la que Pedro de la Rosa dio una nueva lista de su compañía a los comisarios de las fiestas del Corpus y en la misma figura Cosme Pérez, aunque el autor apuntó que ""está indeciso porque no quiere representar""."
Cosme Pérez,firmar,su lugar,El autor no sabía firmar y en su lugar Cosme Pérez firmó.
Pedro de la Rosa,dar,El 19 marzo,"El 19 de marzo, en Madrid, Pedro de la Rosa dio una nueva lista de la compañía de Pedro de la Rosa a los comisarios de las fiestas del Corpus y en la misma figura Cosme Pérez, aunque Pedro de la Rosa apuntó que Cosme Pérez ""está indeciso porque no quiere representar""."
Pedro de la Rosa,dar,Madrid,"El 19 de marzo, en Madrid, Pedro de la Rosa dio una nueva lista de la compañía de Pedro de la Rosa a los comisarios de las fiestas del Corpus y en la misma figura Cosme Pérez, aunque Pedro de la Rosa apuntó que Cosme Pérez ""está indeciso porque no quiere representar""."
Pedro de la Rosa,dar,una nueva lista compañía,"El 19 de marzo, en Madrid, Pedro de la Rosa dio una nueva lista de la compañía de Pedro de la Rosa a los comisarios de las fiestas del Corpus y en la misma figura Cosme Pérez, aunque Pedro de la Rosa apuntó que Cosme Pérez ""está indeciso porque no quiere representar""."
Pedro de la Rosa,apuntar,la figura,"El 19 de marzo, en Madrid, Pedro de la Rosa dio una nueva lista de la compañía de Pedro de la Rosa a los comisarios de las fiestas del Corpus y en la misma figura Cosme Pérez, aunque Pedro de la Rosa apuntó que Cosme Pérez ""está indeciso porque no quiere representar""."
Pedro de la Rosa,decir,el día siguiente hacer,"Pero al día siguiente de hacerse las notificaciones, Pedro de la Rosa, autor de comedias, dijo que consentía que Antonio Marín, gracioso en la compañía de Alonso de Paz, se fuera con la compañía de Alonso de Paz, pues Pedro de la Rosa tenía concertado con Cosme Pérez, gracioso, que Cosme Pérez representara en la compañía de Pedro de la Rosa durante las fiestas del Corpus y el resto del año, por lo cual Pedro de la Rosa pedía que se eliminase el embargo a la compañía del autor Alonso de Paz para que la compañía de Alonso de Paz pudiera ir donde quisiera y llevar consigo a Antonio Marín, lo cual se hizo ese mismo día."
Antonio Marín,ser con,la compañía Alonso,"Pero al día siguiente de hacerse las notificaciones, Pedro de la Rosa, autor de comedias, dijo que consentía que Antonio Marín, gracioso en la compañía de Alonso de Paz, se fuera con la compañía de Alonso de Paz, pues Pedro de la Rosa tenía concertado con Cosme Pérez, gracioso, que Cosme Pérez representara en la compañía de Pedro de la Rosa durante las fiestas del Corpus y el resto del año, por lo cual Pedro de la Rosa pedía que se eliminase el embargo a la compañía del autor Alonso de Paz para que la compañía de Alonso de Paz pudiera ir donde quisiera y llevar consigo a Antonio Marín, lo cual se hizo ese mismo día."
Pedro de la Rosa,tener,concertado,"Pero al día siguiente de hacerse las notificaciones, Pedro de la Rosa, autor de comedias, dijo que consentía que Antonio Marín, gracioso en la compañía de Alonso de Paz, se fuera con la compañía de Alonso de Paz, pues Pedro de la Rosa tenía concertado con Cosme Pérez, gracioso, que Cosme Pérez representara en la compañía de Pedro de la Rosa durante las fiestas del Corpus y el resto del año, por lo cual Pedro de la Rosa pedía que se eliminase el embargo a la compañía del autor Alonso de Paz para que la compañía de Alonso de Paz pudiera ir donde quisiera y llevar consigo a Antonio Marín, lo cual se hizo ese mismo día."
Cosme Pérez,representar en,la compañía Pedro,"Pero al día siguiente de hacerse las notificaciones, Pedro de la Rosa, autor de comedias, dijo que consentía que Antonio Marín, gracioso en la compañía de Alonso de Paz, se fuera con la compañía de Alonso de Paz, pues Pedro de la Rosa tenía concertado con Cosme Pérez, gracioso, que Cosme Pérez representara en la compañía de Pedro de la Rosa durante las fiestas del Corpus y el resto del año, por lo cual Pedro de la Rosa pedía que se eliminase el embargo a la compañía del autor Alonso de Paz para que la compañía de Alonso de Paz pudiera ir donde quisiera y llevar consigo a Antonio Marín, lo cual se hizo ese mismo día."
Cosme Pérez,representar en,las fiestas Corpus,"Pero al día siguiente de hacerse las notificaciones, Pedro de la Rosa, autor de comedias, dijo que consentía que Antonio Marín, gracioso en la compañía de Alonso de Paz, se fuera con la compañía de Alonso de Paz, pues Pedro de la Rosa tenía concertado con Cosme Pérez, gracioso, que Cosme Pérez representara en la compañía de Pedro de la Rosa durante las fiestas del Corpus y el resto del año, por lo cual Pedro de la Rosa pedía que se eliminase el embargo a la compañía del autor Alonso de Paz para que la compañía de Alonso de Paz pudiera ir donde quisiera y llevar consigo a Antonio Marín, lo cual se hizo ese mismo día."
Cosme Pérez,recibir,50 dcs ayuda,"En la documentación relativa a las fiestas del Corpus madrileño se indica, con fecha del 15 de julio, que Cosme Pérez, miembro de la compañía de Pedro de la Rosa, autor de comedias, recibió 50 dcs. de ayuda de costa por haber representado en Madrid durante las fiestas del Corpus y no haber ido a otra parte."
Pedro de la Rosa,prorrogar,el contrato actor,Pedro de la Rosa prorrogaba el contrato del actor Cosme Pérez hasta el día del Corpus de este año y las Octavas.
Pedro de la Rosa,prorrogar,el día Corpus,Pedro de la Rosa prorrogaba el contrato del actor Cosme Pérez hasta el día del Corpus de este año y las Octavas.
Cosme Pérez,concertar,nombre Antonio,"Consta un poder, otorgado en Madrid el 22 de marzo, de Antonio García de Prado, autor de comedias, a favor de Cosme Pérez y Francisco Ortiz, miembros de la compañía de Antonio García de Prado, para que Cosme Pérez y Francisco Ortiz concertaran fiestas en nombre de Antonio García de Prado."
Cosme Pérez,concertar,fiestas,"Consta un poder, otorgado en Madrid el 22 de marzo, de Antonio García de Prado, autor de comedias, a favor de Cosme Pérez y Francisco Ortiz, miembros de la compañía de Antonio García de Prado, para que Cosme Pérez y Francisco Ortiz concertaran fiestas en nombre de Antonio García de Prado."
Rey,escribir,una carta fechada Felipe,"En una carta, fechada el 9 de junio de este año, de Felipe IV a la condesa de Paredes de Nava, doña Luisa Enríquez Manrique de Lara, que había ingresado este año en el Convento de San José de Malagón, el Rey escribía: ""Os hecho mucho de menos para los autos [del Corpus de este año], que me dicen que vuestro amigo Juan Rana hace famoso papel, y se me acuerda de lo que Juan Rana os hacía reír""."
Rey,escribir,otra carta Felipe doña,"En otra carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 7 de julio, el Rey, refiriéndose a Diego de Martos, que fue con recados de palacio al convento en donde estaba doña Luisa, escribe: ""A la vuelta de Diego de Martos os daría nuevas de Juan Rana pues Juan Rana se rió harto con Diego de Martos, y justamente porque Juan Rana estuvo del buen humor que vos sabéis, y Bernardilla [¿Bernarda Ramírez?] no lo descuida […]"
Juan Rana,reír,Diego de Martos,"En otra carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 7 de julio, el Rey, refiriéndose a Diego de Martos, que fue con recados de palacio al convento en donde estaba doña Luisa, escribe: ""A la vuelta de Diego de Martos os daría nuevas de Juan Rana pues Juan Rana se rió harto con Diego de Martos, y justamente porque Juan Rana estuvo del buen humor que vos sabéis, y Bernardilla [¿Bernarda Ramírez?] no lo descuida […]"
Juan Rana,reír,harto,"En otra carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 7 de julio, el Rey, refiriéndose a Diego de Martos, que fue con recados de palacio al convento en donde estaba doña Luisa, escribe: ""A la vuelta de Diego de Martos os daría nuevas de Juan Rana pues Juan Rana se rió harto con Diego de Martos, y justamente porque Juan Rana estuvo del buen humor que vos sabéis, y Bernardilla [¿Bernarda Ramírez?] no lo descuida […]"
Juan Rana,estar de,el buen humor,"En otra carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 7 de julio, el Rey, refiriéndose a Diego de Martos, que fue con recados de palacio al convento en donde estaba doña Luisa, escribe: ""A la vuelta de Diego de Martos os daría nuevas de Juan Rana pues Juan Rana se rió harto con Diego de Martos, y justamente porque Juan Rana estuvo del buen humor que vos sabéis, y Bernardilla [¿Bernarda Ramírez?] no lo descuida […]"
Felipe IV,escribir,una carta escrita,"En una carta escrita desde San Lorenzo de El Escorial el 18 de octubre de este año a doña Luisa Enríquez Manrique de Lara, Felipe IV escribía: ""tenemos por güesped a Juan Rana, que siempre está de tan umor como doña Luisa Enríquez Manrique de Lara le dejastes""."
Mariana de Austria,hacer,su entrada,"El 15 de noviembre, día en que Mariana de Austria hacía su entrada en Madrid como nueva reina, Cosme Pérez, por mediación de su personaje Juan Rana, hizo llegar a Mariana de Austria un memorial titulado Memorial que dio Juan Rana a la Reina Nuestra Señora Doña Mariana de Austria en su entrada en esta corte antes de llegar a Palacio."
Mariana de Austria,hacer,Madrid,"El 15 de noviembre, día en que Mariana de Austria hacía su entrada en Madrid como nueva reina, Cosme Pérez, por mediación de su personaje Juan Rana, hizo llegar a Mariana de Austria un memorial titulado Memorial que dio Juan Rana a la Reina Nuestra Señora Doña Mariana de Austria en su entrada en esta corte antes de llegar a Palacio."
Mariana de Austria,hacer,nueva reina,"El 15 de noviembre, día en que Mariana de Austria hacía su entrada en Madrid como nueva reina, Cosme Pérez, por mediación de su personaje Juan Rana, hizo llegar a Mariana de Austria un memorial titulado Memorial que dio Juan Rana a la Reina Nuestra Señora Doña Mariana de Austria en su entrada en esta corte antes de llegar a Palacio."
Cosme Pérez,hacer llegar,El 15 noviembre,"El 15 de noviembre, día en que Mariana de Austria hacía su entrada en Madrid como nueva reina, Cosme Pérez, por mediación de su personaje Juan Rana, hizo llegar a Mariana de Austria un memorial titulado Memorial que dio Juan Rana a la Reina Nuestra Señora Doña Mariana de Austria en su entrada en esta corte antes de llegar a Palacio."
Juan Rana,dar,su entrada corte,"El 15 de noviembre, día en que Mariana de Austria hacía su entrada en Madrid como nueva reina, Cosme Pérez, por mediación de su personaje Juan Rana, hizo llegar a Mariana de Austria un memorial titulado Memorial que dio Juan Rana a la Reina Nuestra Señora Doña Mariana de Austria en su entrada en esta corte antes de llegar a Palacio."
Cosme Pérez,solicitar,la concesión oficio,"En el memorial, Cosme Pérez solicitaba la concesión de algún oficio palaciego a su hija para, de esta manera, paliar la difícil situación económica de su hija y aumentar las posibilidades de contraer matrimonio de su hija."
Cosme Pérez,solicitar,el memorial,"En el memorial, Cosme Pérez solicitaba la concesión de algún oficio palaciego a su hija para, de esta manera, paliar la difícil situación económica de su hija y aumentar las posibilidades de contraer matrimonio de su hija."
Rey,referir a,las recientes fiestas Carnaval palacio,"En una carta escrita por Felipe IV a doña Luisa Enríquez Manrique, el Rey se refería a las recientes fiestas de Carnaval en palacio, relatando la imitación que don Andrés Ferrer había realizado de 'Juan Rana':  
Muy regocijadas Carnestolendas hemos pasado y la gente moza se ha divertido y entretenido."
Rey,referir a,una carta escrita,"En una carta escrita por Felipe IV a doña Luisa Enríquez Manrique, el Rey se refería a las recientes fiestas de Carnaval en palacio, relatando la imitación que don Andrés Ferrer había realizado de 'Juan Rana':  
Muy regocijadas Carnestolendas hemos pasado y la gente moza se ha divertido y entretenido."
Andrés Ferrer,realizar de,Juan Rana,"En una carta escrita por Felipe IV a doña Luisa Enríquez Manrique, el Rey se refería a las recientes fiestas de Carnaval en palacio, relatando la imitación que don Andrés Ferrer había realizado de 'Juan Rana':  
Muy regocijadas Carnestolendas hemos pasado y la gente moza se ha divertido y entretenido."
Amarilis,salir a,la luz,"Harta soledad me hizo que no viésedes querer imitar a Juan Rana a don Andrés Ferrer, que cierto de puro frío nos hacía reír, pero la comedia fue buena, particularmente la comedia cantada y la representación de las mujeres, en la que Amarilis [María de Córdoba] salió a la luz y está tan gran farsanta como siempre."
Amarilis,salir a,la luz,"Don Andrés Ferrer quiso imitar a Juan Rana, que cierto de puro frío nos hacía reír, pero la comedia fue buena, particularmente la comedia cantada y la representación de las mujeres, en la que Amarilis [María de Córdoba] salió a la luz y está tan gran farsanta como siempre."
Amarilis,salir a,la luz,"Harta soledad me hizo que no viésedes querer imitar a Juan Rana a don Andrés Ferrer, que cierto de puro frío nos hacía reír, pero la comedia fue buena, particularmente el canto y la representación de las mujeres, en la que Amarilis [María de Córdoba] salió a la luz y está tan gran farsanta como siempre""."
Rey,referir también,esta carta,"En esta misma carta, el Rey se refiere también a la presencia del embajador turco en Madrid, presenciando la comedia en palacio, y a su afición a la comedia y al trato con los actores, manifestada por el hecho de que, según contaba el Rey, el embajador turco se hubiese desplazado al Escorial llevándose consigo a 'Juan Rana' y a otro farsante que llamaban Mejía —Antonio Mejía, según la identificación de M. L. Lobato, quien supone que 'Juan Rana' debió de intervenir en la comedia mencionada y quizá estuvo alojado en palacio cuando el Rey pidió a 'Juan Rana' y a Antonio Mejía que acompañaran al embajador turco al Escorial—"
Juan Rana,intervenir en,la comedia mencionada,"En esta misma carta, el Rey se refiere también a la presencia del embajador turco en Madrid, presenciando la comedia en palacio, y a su afición a la comedia y al trato con los actores, manifestada por el hecho de que, según contaba el Rey, el embajador turco se hubiese desplazado al Escorial llevándose consigo a 'Juan Rana' y a otro farsante que llamaban Mejía —Antonio Mejía, según la identificación de M. L. Lobato, quien supone que 'Juan Rana' debió de intervenir en la comedia mencionada y quizá estuvo alojado en palacio cuando el Rey pidió a 'Juan Rana' y a Antonio Mejía que acompañaran al embajador turco al Escorial—"
Rey,pedir a,Juan Rana,"En esta misma carta, el Rey se refiere también a la presencia del embajador turco en Madrid, presenciando la comedia en palacio, y a su afición a la comedia y al trato con los actores, manifestada por el hecho de que, según contaba el Rey, el embajador turco se hubiese desplazado al Escorial llevándose consigo a 'Juan Rana' y a otro farsante que llamaban Mejía —Antonio Mejía, según la identificación de M. L. Lobato, quien supone que 'Juan Rana' debió de intervenir en la comedia mencionada y quizá estuvo alojado en palacio cuando el Rey pidió a 'Juan Rana' y a Antonio Mejía que acompañaran al embajador turco al Escorial—"
