Head,Relation,Tail,Context
Antonio de Prado,salir de,Madrid,"Consta una orden de los comisarios de las fiestas del Corpus, fechada en Madrid el 3 de marzo, para que Antonio de Prado y Pedro de la Rosa, autores de comedias, no salieran de Madrid hasta que Antonio de Prado y Pedro de la Rosa hubieran dado las muestras de sus compañías y se hubiera señalado las comedias que debían representar en las fiestas del Corpus."
Antonio de Prado,dar,las muestras,"Consta una orden de los comisarios de las fiestas del Corpus, fechada en Madrid el 3 de marzo, para que Antonio de Prado y Pedro de la Rosa, autores de comedias, no salieran de Madrid hasta que Antonio de Prado y Pedro de la Rosa hubieran dado las muestras de sus compañías y se hubiera señalado las comedias que debían representar en las fiestas del Corpus."
Antonio de Prado,dar,relación,"Consta una orden de los comisarios de las fiestas del Corpus, fechada en Madrid el 28 de marzo, para que Antonio de Prado y Pedro de la Rosa, autores de comedias, dieran relación de los miembros de sus compañías, entre los cuales aparece 'Juan Rana', viudo, como miembro de la compañía de Pedro de la Rosa."
Catalina,comprometer,nombre de su marido,"En nombre de su marido, Catalina se comprometía asimismo a pagar 456 rs."
Cosme Pérez,firmar,su lugar,El autor no sabía firmar y en su lugar Cosme Pérez firmó.
Pedro de la Rosa,dar,una nueva lista,"El 19 de marzo, en Madrid, Pedro de la Rosa dio una nueva lista de su compañía a los comisarios de las fiestas del Corpus y en la misma figura Cosme Pérez, aunque Pedro de la Rosa apuntó que Cosme Pérez ""está indeciso porque no quiere representar""."
Pedro de la Rosa,dar,los comisarios,"El 19 de marzo, en Madrid, Pedro de la Rosa dio una nueva lista de su compañía a los comisarios de las fiestas del Corpus y en la misma figura Cosme Pérez, aunque Pedro de la Rosa apuntó que Cosme Pérez ""está indeciso porque no quiere representar""."
Pedro de la Rosa,dar,Madrid,"El 19 de marzo, en Madrid, Pedro de la Rosa dio una nueva lista de su compañía a los comisarios de las fiestas del Corpus y en la misma figura Cosme Pérez, aunque Pedro de la Rosa apuntó que Cosme Pérez ""está indeciso porque no quiere representar""."
Pedro de la Rosa,dar,El 19 de marzo,"El 19 de marzo, en Madrid, Pedro de la Rosa dio una nueva lista de su compañía a los comisarios de las fiestas del Corpus y en la misma figura Cosme Pérez, aunque Pedro de la Rosa apuntó que Cosme Pérez ""está indeciso porque no quiere representar""."
Alonso de Paz,llevar con,"Alonso de Paz, autor de comedias, y a su mujer, Manuela Bernabela, que Alonso de Paz y Manuela Bernabela no llevaran con su compañía a Antonio Marín fuera de Madrid, bajo pena de 1.000 dcs","Se notificó también a Alonso de Paz, autor de comedias, y a su mujer, Manuela Bernabela, que Alonso de Paz y Manuela Bernabela no llevaran con su compañía a Antonio Marín fuera de Madrid, bajo pena de 1.000 dcs."
Alonso de Paz,llevar con,Antonio Marín,"Se notificó también a Alonso de Paz, autor de comedias, y a su mujer, Manuela Bernabela, que Alonso de Paz y Manuela Bernabela no llevaran con su compañía a Antonio Marín fuera de Madrid, bajo pena de 1.000 dcs."
Pedro de la Rosa,decir,Pero al día siguiente de hacerse las notificaciones,"Pero al día siguiente de hacerse las notificaciones, Pedro de la Rosa, autor de comedias, dijo que consentía que Antonio Marín, gracioso en la compañía de Alonso de Paz, se fuera con la compañía de Alonso de Paz, pues Pedro de la Rosa tenía concertado con Cosme Pérez, gracioso, que Cosme Pérez representara en la compañía de Pedro de la Rosa durante las fiestas del Corpus y el resto del año, por lo cual Pedro de la Rosa pedía que se eliminase el embargo a la compañía del autor Alonso de Paz para que Alonso de Paz pudiera ir donde quisiera y llevar consigo a Antonio Marín, lo cual se hizo ese mismo día."
Antonio Marín,ser con,la compañía,"Pero al día siguiente de hacerse las notificaciones, Pedro de la Rosa, autor de comedias, dijo que consentía que Antonio Marín, gracioso en la compañía de Alonso de Paz, se fuera con la compañía de Alonso de Paz, pues Pedro de la Rosa tenía concertado con Cosme Pérez, gracioso, que Cosme Pérez representara en la compañía de Pedro de la Rosa durante las fiestas del Corpus y el resto del año, por lo cual Pedro de la Rosa pedía que se eliminase el embargo a la compañía del autor Alonso de Paz para que Alonso de Paz pudiera ir donde quisiera y llevar consigo a Antonio Marín, lo cual se hizo ese mismo día."
Cosme Pérez,representar en,"Cosme Pérez, gracioso, que Cosme Pérez representara en la compañía de Pedro de la Rosa durante las fiestas del Corpus y el resto del año","Pero al día siguiente de hacerse las notificaciones, Pedro de la Rosa, autor de comedias, dijo que consentía que Antonio Marín, gracioso en la compañía de Alonso de Paz, se fuera con la compañía de Alonso de Paz, pues Pedro de la Rosa tenía concertado con Cosme Pérez, gracioso, que Cosme Pérez representara en la compañía de Pedro de la Rosa durante las fiestas del Corpus y el resto del año, por lo cual Pedro de la Rosa pedía que se eliminase el embargo a la compañía del autor Alonso de Paz para que Alonso de Paz pudiera ir donde quisiera y llevar consigo a Antonio Marín, lo cual se hizo ese mismo día."
Cosme Pérez,recibir,50 dcs,"En la documentación relativa a las fiestas del Corpus madrileño se indica, con fecha del 15 de julio, que Cosme Pérez, miembro de la compañía de Pedro de la Rosa, autor de comedias, recibió 50 dcs."
Pedro de la Rosa,representar en,"los corrales arrendados por Francisco Garro de Alegría, quien permitiría al autor ir durante este tiempo a representar a Salamanca o a otros sitios para poder cobrar lo que Francisco Garro de Alegría le debía","Consta una obligación, fechada en Madrid el 14 de agosto, de Pedro de la Rosa y de los miembros de su compañía Cosme Pérez, Jerónimo de Morales, Juan de Tapia, Jacinto Becerril, Pedro de Contreras y Pedro de Cifuentes, de estar en Madrid el 1 de noviembre para que Pedro de la Rosa representara en los corrales arrendados por Francisco Garro de Alegría, quien permitiría al autor ir durante este tiempo a representar a Salamanca o a otros sitios para poder cobrar lo que Francisco Garro de Alegría le debía."
Cosme Pérez,concertarar,Antonio García de Prado,"Consta un poder, otorgado en Madrid el 22 de marzo, de Antonio García de Prado, autor de comedias, a favor de Cosme Pérez y Francisco Ortiz, miembros de la compañía de Antonio García de Prado, para que Cosme Pérez y Francisco Ortiz concertaran fiestas en nombre de Antonio García de Prado."
Cosme Pérez,concertarar,fiestas,"Consta un poder, otorgado en Madrid el 22 de marzo, de Antonio García de Prado, autor de comedias, a favor de Cosme Pérez y Francisco Ortiz, miembros de la compañía de Antonio García de Prado, para que Cosme Pérez y Francisco Ortiz concertaran fiestas en nombre de Antonio García de Prado."
Rey,escribir,"una carta, fechada el 9 de junio de este año, de Felipe IV a la condesa de Paredes de Nava, doña Luisa Enríquez Manrique de Lara, que había ingresado este año en el Convento de San José de Malagón,","En una carta, fechada el 9 de junio de este año, de Felipe IV a la condesa de Paredes de Nava, doña Luisa Enríquez Manrique de Lara, que había ingresado este año en el Convento de San José de Malagón, el Rey escribía: ""Os hecho mucho de menos para los autos [del Corpus de este año], que me dicen que vuestro amigo Juan Rana hace famoso papel, y se me acuerda de lo que Juan Rana os hacía reír""."
Juan Rana,reír,Diego de Martos,"En otra carta de Felipe IV a doña Luisa Enríquez Manrique, fechada el 7 de julio, el Rey, refiriéndose a Diego de Martos, que fue con recados de palacio al convento en donde estaba doña Luisa, escribe: ""A su vuelta de Diego de Martos os daría nuevas de Juan Rana pues Juan Rana se rió harto con Diego de Martos, y justamente porque Juan Rana estuvo del buen humor que vos sabéis, y Bernardilla [¿Bernarda Ramírez?] no descuida […] Ahora hacen los autos en el corral y acude mucha gente a ellos con la buena gana que tienen de visitar aquella santa casa""."
Mariana de Austria,hacer,su entrada,"El 15 de noviembre, día en que Mariana de Austria hacía su entrada en Madrid como nueva reina, Cosme Pérez, por mediación de su personaje Juan Rana, le hizo llegar a Mariana de Austria un memorial titulado Memorial que dio Juan Rana a la Reina Nuestra Señora Doña Mariana de Austria en su entrada en esta corte antes de llegar a Palacio."
Mariana de Austria,hacer,como nueva reina,"El 15 de noviembre, día en que Mariana de Austria hacía su entrada en Madrid como nueva reina, Cosme Pérez, por mediación de su personaje Juan Rana, le hizo llegar a Mariana de Austria un memorial titulado Memorial que dio Juan Rana a la Reina Nuestra Señora Doña Mariana de Austria en su entrada en esta corte antes de llegar a Palacio."
Mariana de Austria,hacer,mediación,"El 15 de noviembre, día en que Mariana de Austria hacía su entrada en Madrid como nueva reina, Cosme Pérez, por mediación de su personaje Juan Rana, le hizo llegar a Mariana de Austria un memorial titulado Memorial que dio Juan Rana a la Reina Nuestra Señora Doña Mariana de Austria en su entrada en esta corte antes de llegar a Palacio."
Rey,referir a,las recientes fiestas,"En una carta escrita por Felipe IV a doña Luisa Enríquez Manrique, el Rey se refería a las recientes fiestas de Carnaval en palacio, relatando la imitación que don Andrés Ferrer había realizado de 'Juan Rana': Muy regocijadas Carnestolendas hemos pasado y la gente moza se ha divertido y entretenido."
Rey,referir a,una carta escrita por Felipe IV a doña Luisa Enríquez Manrique,"En una carta escrita por Felipe IV a doña Luisa Enríquez Manrique, el Rey se refería a las recientes fiestas de Carnaval en palacio, relatando la imitación que don Andrés Ferrer había realizado de 'Juan Rana': Muy regocijadas Carnestolendas hemos pasado y la gente moza se ha divertido y entretenido."
Amarilis,salir a,la luz,"Harta soledad me hizo que no viésedes querer imitar a Juan Rana a don Andrés Ferrer, que cierto de puro frío nos hacía reír, pero la comedia fue buena, particularmente la parte cantada y la representación de las mujeres, en la que Amarilis [María de Córdoba] salió a la luz y está tan gran farsanta como siempre""."
Rey,referir,esta misma carta,"En esta misma carta, el Rey se refiere también a la presencia del embajador turco en Madrid, presenciando la comedia en palacio, y a la afición del embajador turco a la comedia y al trato con los actores, manifestada por el hecho de que, según contaba el Rey, el embajador turco se hubiese desplazado al Escorial llevándose consigo a 'Juan Rana' y a otro farsante que llamaban Mejía —Antonio Mejía, según la identificación de M. L. Lobato, quien supone que 'Juan Rana' debió de intervenir en la comedia mencionada y quizá estuvo alojado en palacio cuando el Rey le pidió a 'Juan Rana' y a Mejía que acompañaran al embajador turco al Escorial— ; En la memoria que presentó Antonio García de Prado para hacer los autos en las fiestas del Corpus en Madrid se incluye la lista de la compañía de Antonio García de Prado, en la que figura Cosme Pérez; Cosme Pérez 'Juan Rana' figura también entre los miembros de una lista de la compañía de Antonio García de Prado, conocido como ""Prado farsante"", que apareció publicada por Cruzada Villaamil junto con varias noticias de representaciones particulares hechas al Rey en 1623 por la compañía de Antonio de Prado —pero es imposible que esta lista sea de 1623, ya que incluye a José Antonio de Prado, que nació en 1635."
Rey,referir,la presencia,"En esta misma carta, el Rey se refiere también a la presencia del embajador turco en Madrid, presenciando la comedia en palacio, y a la afición del embajador turco a la comedia y al trato con los actores, manifestada por el hecho de que, según contaba el Rey, el embajador turco se hubiese desplazado al Escorial llevándose consigo a 'Juan Rana' y a otro farsante que llamaban Mejía —Antonio Mejía, según la identificación de M. L. Lobato, quien supone que 'Juan Rana' debió de intervenir en la comedia mencionada y quizá estuvo alojado en palacio cuando el Rey le pidió a 'Juan Rana' y a Mejía que acompañaran al embajador turco al Escorial— ; En la memoria que presentó Antonio García de Prado para hacer los autos en las fiestas del Corpus en Madrid se incluye la lista de la compañía de Antonio García de Prado, en la que figura Cosme Pérez; Cosme Pérez 'Juan Rana' figura también entre los miembros de una lista de la compañía de Antonio García de Prado, conocido como ""Prado farsante"", que apareció publicada por Cruzada Villaamil junto con varias noticias de representaciones particulares hechas al Rey en 1623 por la compañía de Antonio de Prado —pero es imposible que esta lista sea de 1623, ya que incluye a José Antonio de Prado, que nació en 1635."
Juan Rana,intervenir en,"'Juan Rana' y a otro farsante que llamaban Mejía —Antonio Mejía, según la identificación de M. L. Lobato, quien supone que 'Juan Rana' debió de intervenir en la comedia mencionada y quizá estuvo alojado en palacio cuando el Rey le pidió a 'Juan Rana' y a Mejía que acompañaran al embajador turco al Escorial—","En esta misma carta, el Rey se refiere también a la presencia del embajador turco en Madrid, presenciando la comedia en palacio, y a la afición del embajador turco a la comedia y al trato con los actores, manifestada por el hecho de que, según contaba el Rey, el embajador turco se hubiese desplazado al Escorial llevándose consigo a 'Juan Rana' y a otro farsante que llamaban Mejía —Antonio Mejía, según la identificación de M. L. Lobato, quien supone que 'Juan Rana' debió de intervenir en la comedia mencionada y quizá estuvo alojado en palacio cuando el Rey le pidió a 'Juan Rana' y a Mejía que acompañaran al embajador turco al Escorial— ; En la memoria que presentó Antonio García de Prado para hacer los autos en las fiestas del Corpus en Madrid se incluye la lista de la compañía de Antonio García de Prado, en la que figura Cosme Pérez; Cosme Pérez 'Juan Rana' figura también entre los miembros de una lista de la compañía de Antonio García de Prado, conocido como ""Prado farsante"", que apareció publicada por Cruzada Villaamil junto con varias noticias de representaciones particulares hechas al Rey en 1623 por la compañía de Antonio de Prado —pero es imposible que esta lista sea de 1623, ya que incluye a José Antonio de Prado, que nació en 1635."
Rey,pedir a,Juan Rana,"En esta misma carta, el Rey se refiere también a la presencia del embajador turco en Madrid, presenciando la comedia en palacio, y a la afición del embajador turco a la comedia y al trato con los actores, manifestada por el hecho de que, según contaba el Rey, el embajador turco se hubiese desplazado al Escorial llevándose consigo a 'Juan Rana' y a otro farsante que llamaban Mejía —Antonio Mejía, según la identificación de M. L. Lobato, quien supone que 'Juan Rana' debió de intervenir en la comedia mencionada y quizá estuvo alojado en palacio cuando el Rey le pidió a 'Juan Rana' y a Mejía que acompañaran al embajador turco al Escorial— ; En la memoria que presentó Antonio García de Prado para hacer los autos en las fiestas del Corpus en Madrid se incluye la lista de la compañía de Antonio García de Prado, en la que figura Cosme Pérez; Cosme Pérez 'Juan Rana' figura también entre los miembros de una lista de la compañía de Antonio García de Prado, conocido como ""Prado farsante"", que apareció publicada por Cruzada Villaamil junto con varias noticias de representaciones particulares hechas al Rey en 1623 por la compañía de Antonio de Prado —pero es imposible que esta lista sea de 1623, ya que incluye a José Antonio de Prado, que nació en 1635."
Dios,guardar,consideración,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Dios,guardar,", por su orden escrita en Aranjuez","Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Su Majestad,guardar,consideración,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Su Majestad,guardar,", por su orden escrita en Aranjuez","Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Juan Rana,gozar por,la casa,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Rey,reflejar,una carta,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Rey,reflejar,; con motivo del parto,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Rey,reflejar,doña,"Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
Rey,reflejar,"la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel","Consta una comunicación, fechada en el real Sitio del Buen Retiro el 26 de abril, del Duque de Nájera al grefier de la Reina Mariana de Austria, Simón de Alcántara, por la que el Duque de Nájera le informa: Su Majestad, Dios le guarde, por su orden escrita en Aranjuez, en respuesta a carta mía de 24 de este, es servido de hacer merced a Juan Rana de una ración ordinaria, que Juan Rana ha de gozar por la casa de la Reina Mariana de Austria, nuestra Señora, en consideración de lo que la hace reír, y en esta conformidad se le apuntará en los libros para que se le acuda con la Reina Mariana de Austria desde la hecha de esta; En una carta de Felipe IV, fechada en Madrid el 6 de junio de este año, a doña Luisa Enríquez Manrique, el Rey reflejaba la expectativa generada en palacio ante la próxima representación de los autos del Corpus, que iban a permitir ver a Juan Rana en los autos, que dicen son muy buenos y que Juan Rana tiene buen papel; con motivo del parto del primer hijo de la reina Mariana de Austria, la infanta Margarita, y también con motivo del cumpleaños de la Reina y de su recuperación del ""accidente que le sobrevino estando el Rey Nuestro Señor en las Descalzas, y con su presencia volvió del desmayo"", se representó en palacio la comedia de Calderón Darlo todo y no dar nada, con una loa de Antonio de Solís, en la que participaron Mariana Romero y Luisa Romero, 'la Borja' [Mariana de Borja], María de Quiñones, María de Prado y Bernarda Ramírez —según Cotarelo, para esta función se había reunido a las compañías de [Diego] Osorio y [Sebastián de] Prado—; y, durante esta misma fiesta, se representó el entremés El infierno de Juan Rana, en el que la actriz Bernarda Ramírez, célebre por imitar la figura de Juan Rana, interpretó el papel del ""Alma"" de Juan Rana, quien también intervino en la representación."
